id,name,nickname,height,weight,reach,dob,ss_min,str_acc,str_a_min,str_def,td_avg,td_acc,td_def,sub_avg,wins,losses,wl_diff,momentum
b35ba64b6a2bbcb3,Jose Maria,No Chance,"5'5""",125,,1982,3.2,53,3.98,52,.2.32,27,33,..2.3,0,2,-2,-2
1bcaac2d99b90fce,Sergio Moraes,The Panther,"6'0""",170,72,1982,2.61,45,3.26,62,.1.14,34,75,..0.6,8,2,6,2
f5e4ce11afbdfb61,Brandon Michaels,,"5'9""",185,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
263af068bd986548,Kaline Medeiros,The Dark Angel,"5'3""",115,,  --,2.06,70,0.29,83,.4.41,100,0,..4.4,0,0,0,0
d0c325dfefdde31f,Garrett Mueller,,"5'9""",135,,1989,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
c7be22a47a58365a,Christina Marks,,"5'7""",125,69,1985,5,58,3,64,.7.50,100,0,..0.0,0,1,-1,-1
df85d6ec3493d120,Joe Moreira,,"5'11""",195,,  --,0,0,0,0,.0.00,0,0,..0.0,1,1,0,1
729d4bd5a6cd0a97,Lauren Murphy,Lucky,"5'7""",125,67,1983,3.73,40,3.81,60,.1.00,30,62,..0.0,2,4,-2,-1
3d5b1ce6097dbb49,Augusto Mendes,Tanquinho,"5'6""",135,65,1983,2.42,34,3.91,56,.1.75,33,80,..0.0,1,2,-1,-1
869d68b5383131fd,Pietro Menga,The Italian Stallion,"5'7""",125,68,1988,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
c8aa3541bec4042e,Mike Minniger,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
5755960ebd0b16f6,Ivan Menjivar,The Pride of El Salvador,"5'6""",145,64,1982,2.78,37,2.76,65,.0.56,28,38,..1.0,4,7,-3,-3
8e1f36476ef02a6a,Jennifer Maia,,"5'4""",125,64,1988,2.8,40,3.53,32,.0.00,0,25,..0.0,0,1,-1,-1
3da19339ee7051d5,Justin Martin,,"6'0""",185,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
a314687f372b2cec,Carl Malenko,,"5'11""",200,,  --,0,0,0,0,.0.00,0,0,..0.0,1,2,-1,-2
539ed332b3078821,Sarah Moras,Cheesecake,"5'7""",135,67,1988,1.85,37,3.18,44,.0.95,22,38,..0.9,2,3,-1,-2
a4d055f1435d6d75,Aaron Miller,Blood Spiller,"5'9""",145,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
232c582f29f8f65e,Gegard Mousasi,,"6'2""",185,76,1985,3.75,50,1.21,68,.1.59,60,59,..1.1,29,5,24,5
2937cb502dda0808,Anistavio Medeiros,Gasparzinho,"5'6""",145,,1988,3.64,44,5,47,.0.00,0,0,..0.0,0,1,-1,-1
c21a036b4e012f1c,John Makdessi,The Bull,"5'8""",155,68,1985,5.49,50,3.89,71,.0.00,0,87,..0.0,9,6,3,1
325550dab63fb25a,Joe Martin,,"5'9""",170,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
aa5b4eff51bdc7d1,Gilbert Melendez,El Nino,"5'9""",145,73,1982,3.51,33,2.35,64,.1.70,42,71,..0.2,17,7,10,-4
fd0b4e3eb18eafb7,Andy Murad,The Tooth Fairy,"5'9""",185,,  --,2.6,76,2.87,32,.1.00,20,42,..0.0,0,0,0,0
8a9c6c4301f6d088,Danny Martinez,The Gremlin,"5'6""",125,67,1985,2.73,28,3.77,63,.3.00,45,36,..0.0,1,4,-3,1
94508d80e1f885fc,Augusto Montano,Dodger,"6'1""",170,73,1984,3.46,46,2.66,56,.0.00,0,66,..0.0,1,2,-1,-2
7ea1f74cef32f906,Rashid Magomedov,Goretz,"5'9""",155,70,1984,4.4,49,3.05,54,.0.67,57,89,..0.2,5,1,4,1
dd6103dd7127db1d,Mike Malott,The Main Attraction,"6'0""",145,,  --,4.53,36,4.53,51,.2.00,33,0,..0.0,0,0,0,0
a36a14985a57a1c6,Zachary Micklewright,,"6'0""",155,74,1976,5.56,53,4.72,54,.0.70,12,100,..0.0,1,2,-1,-2
5823ceab56741617,Jonathan Meunier,The French Spider,"6'3""",170,75,1987,3.47,50,1.43,69,.0.58,33,58,..0.0,1,1,0,1
2015c944226ad2df,Brandon Magana,,,170,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
ba280572acfba13f,Matt Mitrione,,"6'3""",265,79,1978,3.55,50,2.79,64,.0.00,0,55,..0.7,9,5,4,-2
6e2b1d631832921d,Claudio Mattos,Popeye,,185,,  --,0,0,3.53,0,.0.00,0,0,..0.0,0,1,-1,-1
6c7dafd03b6cc3f8,Derrick Mehmen,Caveman,"6'4""",205,,1985,1.93,14,4.53,48,.1.00,16,0,..0.0,1,1,0,-1
2fb6f197d1fbc779,Koichiro Matsumoto,,"5'7""",145,,1986,1.9,26,3.5,31,.0.00,0,0,..0.0,0,1,-1,-1
443f60bec7c3c3d5,Michael McBride,,"6'1""",155,75,1986,4.08,48,5.85,40,.1.85,42,30,..1.2,0,2,-2,-2
1fd4fbdcc67de844,Drew McFedries,The Massacre,"6'0""",185,72,1978,5.13,51,4.56,52,.1.42,100,56,..0.7,4,5,-1,-1
d52ef694108f8235,Michael McDonald,The Black Sniper,"5'11""",205,,1965,0,0,0.4,50,.0.00,0,0,..0.0,0,1,-1,-1
93c9897f0f9f5dab,Kelly Velasco,Killer,"5'9""",135,,1995,2.27,35,5.67,47,.0.00,0,100,..0.0,0,0,0,0
a845f0735bc67405,Jake Matthews,The Celtic Kid,"5'11""",170,73,1994,3.05,48,2.16,56,.2.51,41,66,..0.9,7,3,4,1
80779d7441af1b52,Christian Morecraft,,"6'6""",260,81,1986,2.82,34,2.46,46,.3.26,66,50,..2.2,1,3,-2,-2
563d051c9e769b24,Wagner da Conceicao Martins,Zuluzinho,"6'7""",390,,1978,1.91,37,5.43,42,.2.20,100,100,..0.0,1,3,-2,-3
36120738148f203f,Buck Meredith,,"6'2""",185,,1982,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
523fa774700d7d3f,Court McGee,The Crusher,"5'11""",170,75,1984,4.72,36,3.43,63,.1.98,24,62,..0.5,8,6,2,1
72ffecf712673af1,Adam Milstead,The Prototype,"6'3""",240,76,1987,3.9,46,4.1,48,.0.00,0,64,..0.0,1,1,0,1
d0e1b42d41dab603,Julian Marquez,The Cuban Missle Crisis,"6'2""",185,75,1990,3.8,40,3.33,53,.0.00,0,52,..3.0,1,1,0,-1
2c6e81426dd7573c,Jack May,The Outlaw,"6'8""",255,79,1981,1.52,38,3.29,33,.0.91,33,20,..0.0,0,2,-2,-2
08ae3100bf2100ed,Scott McDonald,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
b6b12014698cc345,John Marsh,,"6'0""",265,,1970,0.83,42,2.23,40,.0.43,100,54,..0.4,0,2,-2,-2
856ec65948b7d234,Ryan McGivern,,"6'0""",185,,1980,2.22,29,2.22,57,.0.00,0,0,..0.0,0,1,-1,-1
3f87218a7aca84c4,Toby Misech,2 Quick,"5'8""",145,,1988,3.27,40,7.73,46,.0.00,0,0,..0.0,0,0,0,0
48e093ea1f43a053,Takeya Mizugaki,,"5'7""",135,68,1983,3.37,37,3.27,57,.1.46,57,70,..0.1,10,9,1,-2
ca743f96dd2063d5,Tiffany Masters,Rainbow Renegade,"5'3""",115,65,1994,3.53,62,2.58,50,.3.06,60,0,..0.0,0,0,0,0
179f1948dc234f1f,Mark Munoz,The Filipino Wrecking Machine,"6'0""",185,72,1978,3.12,51,2.26,57,.3.17,29,57,..0.6,11,6,5,1
69d3fa376ff2595e,Max Martyniouk,Payne,,155,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
7be74a12d7352df2,Sara McMann,,"5'6""",135,66,1980,2.37,44,2.06,47,.4.67,64,66,..0.5,9,5,4,-2
bd878a638e0e3be3,Angela Magana,Your Majesty,"5'1""",115,65,1983,1.53,28,4.92,42,.0.40,25,28,..0.4,0,3,-3,-3
f3ec0214794a699e,AJ McKee,Mercenary,"5'10""",145,,  --,2.75,32,0.92,80,.11.01,100,100,..11.0,0,0,0,0
38fccd44d669bb2f,Jack Morrison,,"5'11""",205,,  --,0,0,19.31,40,.0.00,0,0,..0.0,0,1,-1,-1
1b583c64c23f0c7f,Vinicius Magalhaes,Draculinho,,145,,1971,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
ed74afc8b5b47a61,William Patolino,Patolino,"5'11""",170,75,1991,4.92,54,3.96,65,.1.85,45,78,..0.0,1,3,-2,-2
5b5b9c6f6f270369,Kristof Midoux,The Hurricane,"6'1""",220,,1974,0.7,43,2.89,49,.0.00,0,0,..0.0,0,2,-2,-2
ef6f45095119d416,Bobby McAndrews,,,,,  --,2.56,83,1.03,50,.0.00,0,33,..7.7,0,1,-1,-1
b507a76087e3ed9f,Josh McDonald,,,185,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
883922e5cd6d8473,Jameel Massouh,,"5'10""",145,72,1984,1.91,54,2.62,55,.0.67,15,50,..0.7,0,3,-3,-3
369e1ce458ef50a6,Ruslan Magomedov,Leopard,"6'3""",242,78,1986,4.02,47,1.47,66,.0.33,100,88,..0.0,3,0,3,3
8bbc0cfc01bc1ba1,Leonardo Mafra,Macarrao,"5'10""",155,70,1989,4.55,48,4.38,43,.2.12,83,69,..0.4,1,3,-2,-1
51018a31ddf31eb2,Molly McCann,Meatball,"5'4""",125,62,1990,1.41,30,2.4,66,.0.00,0,50,..0.0,0,1,-1,-1
e25bcbcdaf6537a1,Reza Madadi,Mad Dog,"5'11""",155,72,1978,2.51,46,3.31,66,.3.17,33,89,..0.5,3,4,-1,-2
ce6065baef021cf3,Ikuhisa Minowa,Minowaman,"5'9""",181,,1976,0.88,40,1.66,49,.1.82,41,5,..1.9,18,13,5,1
45a2ba3ef82b9700,Henry Miller,Sentoryu,"5'7""",270,,1969,1.25,36,2.16,54,.0.55,25,60,..0.0,1,4,-3,-3
d0d43cb9b14f231c,Andre Mussi,,"6'3""",242,,  --,0,0,10.59,35,.0.00,0,0,..0.0,0,1,-1,-1
72c9c2eadfc3277e,Andrew Montanez,,,185,,  --,0,0,0,0,.0.00,0,0,..0.0,1,1,0,1
f8f1ec513bcfef43,Alexander Munoz,,"5'9""",155,,1990,4.07,63,3.53,53,.4.00,66,0,..0.0,0,0,0,0
8163cd7de0342652,Erick Montano,Perry,"6'0""",170,73,1985,2.79,44,2.06,64,.2.29,36,66,..0.0,1,2,-1,-2
cac08b8685387ca5,James McSweeney,The Hammer,"6'4""",230,77,1980,3.94,55,4.33,42,.0.52,33,100,..1.1,1,2,-1,-2
0c1773639c795466,Doug Marshall,The Rhino,"5'10""",205,,1975,7.97,51,6.29,61,.0.00,0,0,..6.3,4,1,3,-1
b6c6d1731ff00eeb,Melchor Manibusan,Barracuda,"5'5""",154,,1976,1.58,54,5.79,15,.0.00,0,0,..0.0,0,1,-1,-1
de25520d54eab12d,Ian Murphy,,"6'1""",185,,1985,0,0,1.93,30,.4.13,100,0,..0.0,0,1,-1,-1
04c15b52c3cc1cab,Nate Mohr,,"5'9""",155,72,1983,3.79,41,2.5,74,.0.45,50,71,..0.0,1,3,-2,-2
49e49b54e5901d0d,Eddie Mendez,,"5'10""",185,76,1984,1.71,33,3.43,11,.0.00,0,0,..0.0,1,1,0,-1
9297ce6eee046f7a,Michael Mangan,,,155,,  --,1.94,33,4.52,46,.19.35,50,100,..0.0,0,0,0,0
cd7bafbeee1f29a0,Jon Koppenhaver,War Machine,"5'11""",170,,1981,2.32,60,3.17,43,.1.16,50,40,..0.0,1,1,0,-1
7be63795363029e8,Cody McKenzie,,"6'0""",155,72,1987,1.74,34,2.5,67,.2.50,25,14,..2.5,3,4,-1,-1
f7a7f7118d4b01b6,Lyoto Machida,The Dragon,"6'1""",185,74,1978,2.59,53,1.57,61,.1.21,65,75,..0.4,24,8,16,2
e8efeb9cf33b1941,Cesar Marscucci,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
f53fb9d9e57cc38e,Jason Medina,,"5'9""",180,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
a08d909a5be6f410,Eliot Marshall,Fire,"6'2""",205,77,1980,1.93,27,2.39,67,.0.47,33,79,..0.9,3,3,0,-3
49c29e57d4e2be6f,Justin McElfresh,,"6'6""",205,,1980,4.59,26,12.79,41,.0.00,0,0,..0.0,0,2,-2,-2
df2bf09c99594848,Mario Miranda,,"6'3""",185,74,1979,1.96,54,2.46,36,.1.02,60,54,..0.0,1,3,-2,-2
23a16ebe733e3041,Rory Markham,,"6'0""",170,71,1982,1.98,21,10.27,45,.0.00,0,0,..0.0,1,2,-1,-2
62918a2118de08b2,Tom Murphy,,"6'2""",227,,1974,2.5,71,0.17,84,.7.51,85,0,..2.5,1,0,1,1
ab35634d1a8c7a11,Flavio Luiz Moura,,"5'11""",183,,  --,0.67,16,0,0,.0.00,0,0,..0.0,0,2,-2,-2
1b41c21d947d6f2f,Brooke Mayo,The Bully,"5'7""",125,,  --,1.92,34,3.2,63,.3.20,60,0,..2.1,0,0,0,0
d1941565abf50b16,Jim Miller,A-10,"5'8""",155,71,1983,2.79,40,2.89,59,.1.70,41,47,..1.9,18,11,7,1
6cbb7661c3258617,Felix Lee Mitchell,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,0,3,-3,-3
f2477cf43c4975cc,Jonathan Martinez,Dragon,"5'8""",135,,1986,4.73,63,5.27,42,.1.00,50,0,..0.0,0,1,-1,-1
ccdd90bd1fc7dab6,Vladimir Matyushenko,The Janitor,"6'0""",205,74,1971,1.9,44,1.62,59,.3.25,46,70,..0.1,8,6,2,-2
ae58685caf8e4a0d,Bill Mahood,The Butcher,"6'3""",200,,1967,1.54,85,3.59,17,.0.00,0,0,..3.9,0,3,-3,-3
3a524c6700addc24,Tateki Matsuda,Tech,"5'7""",125,65,1986,3.2,34,3.43,69,.0.00,0,16,..0.0,0,2,-2,-2
a8e133139286df84,Hidetaka Monma,,"6'0""",168,,1973,1.67,25,9.76,34,.0.00,0,0,..0.0,0,1,-1,-1
1ff9589f9065a9ed,Frank Mir,,"6'3""",264,79,1979,2.18,47,3.84,38,.2.02,40,54,..2.0,16,11,5,-2
f215cfbd4ba3c270,Garreth McLellan,Soldier Boy,"6'1""",185,72,1982,3.56,54,2.94,45,.1.15,22,34,..0.9,1,4,-3,-3
3795fca327cbcf23,Antonio Mendes,Samurai,"6'3""",205,77,1981,1.34,47,6.85,22,.2.51,50,100,..0.0,0,2,-2,-2
56c975c4a2b357a5,Vitaly Minakov,,"6'2""",249,,1985,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
37098a6e6c27fb66,Vince Morales,Vandetta,"5'7""",135,70,1990,7.86,58,4.95,49,.0.00,0,50,..0.0,0,0,0,1
49f4b511932f71e9,David Michaud,BullDawg,"5'9""",155,72,1988,3.25,43,4.45,54,.2.53,58,77,..0.7,1,2,-1,-1
00a905a4a4a2b071,Greg McIntyre,,"5'10""",155,,1980,0.79,30,1.36,41,.5.09,50,0,..0.0,0,2,-2,-2
d945aae53e3e54e6,Thiago Moises,,"5'9""",155,70,1995,2.27,41,2.95,38,.0.00,0,50,..3.1,0,1,-1,-1
eff47295daf721a6,Tamdan McCrory,The Barncat,"6'4""",185,78,1986,2.07,49,1.6,46,.2.28,50,33,..2.5,4,5,-1,-2
946f341df6472ee0,Guy Mezger,,"6'1""",200,,1968,2.3,32,1.36,72,.0.39,50,88,..0.0,8,7,1,-1
8851bb0418d27d28,Poppies Martinez,The Tachi Kid,"5'9""",145,,1983,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
6eae26c44e505775,Bryce Mejia,,"6'1""",170,,  --,3.49,62,6.98,50,.0.00,0,0,..0.0,0,0,0,0
be8ad887e4d674b0,Juan Miranda,,,155,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
6803d4d6908354ac,Brad Morris,,"6'2""",205,,1979,0.5,62,6.95,27,.0.00,0,0,..0.0,0,2,-2,-2
d0c29452d3272603,Dan Miller,,"6'1""",185,74,1981,2.03,36,3.06,49,.1.67,54,47,..1.8,8,7,1,-2
e82d5f54daa85a7e,Joe Merritt,Joey Slash,"6'0""",170,73,1984,1.53,58,0.73,66,.0.00,0,68,..0.0,0,1,-1,-1
e7e970d508529bf3,Ibragim Magomedov,,"6'0""",250,,  --,0.26,4,3.86,42,.0.00,0,0,..0.0,0,1,-1,-1
f923e012414c883e,Lauren Mueller,Princess Tiger,"5'5""",125,67,1991,4.77,44,3.4,66,.1.00,50,88,..0.0,1,0,1,1
abbc4fc02e0d84b3,Eric Martin,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
6a92caba39b64752,Terry Martin,,"5'8""",185,71,1980,2.68,41,3.26,53,.3.01,40,92,..0.0,4,6,-2,-1
8db1b36dde268ef6,Eric Magana,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
990060b2a68a7b82,Naoki Matsushita,,"5'6""",155,,  --,3.3,32,2.2,63,.1.50,100,0,..0.0,0,0,0,0
65239fccecd03404,Bronson Mohika,,,135,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
478c8706bdb92440,Tatsuya Mizuno,,"6'1""",205,,1981,2.25,37,3.52,53,.1.19,25,40,..3.6,2,4,-2,1
11e3fd7546359fc5,Rob McCullough,Razor,"5'9""",155,69,1977,2.47,36,2.84,59,.0.46,100,68,..0.0,5,5,0,-2
e9bc5748e6a76bb6,Ashkan Mokhtarian,The Assassin,"5'6""",125,67,1985,1.95,43,3.66,43,.0.54,16,33,..0.0,0,2,-2,1
275cafc9de131c83,Dave Menne,The Warrior,"5'10""",170,,1974,1.84,44,1.99,42,.0.46,50,57,..2.5,2,5,-3,-5
a16ce18149021139,Elaina Maxwell,Beef,"5'8""",145,,1978,2.07,60,2.4,53,.0.00,0,50,..1.0,0,3,-3,-3
f3388d2cf7ab3f64,Rob MacDonald,Maximus,"6'3""",205,78,1978,1.8,50,2.04,46,.7.19,80,80,..5.4,1,2,-1,-1
882d62561063a927,Jamie Moyle,,"5'1""",115,65,1989,4.51,51,4,65,.1.00,21,50,..0.0,1,2,-1,-2
2961be02cfb0d2c1,Roman Mitichyan,,"5'10""",170,,1978,0.26,16,2.7,43,.1.93,100,25,..1.9,1,1,0,-1
4498b382c65a7faa,Roxanne Modafferi,The Happy Warrior,"5'7""",125,69,1982,3.77,30,5.47,55,.1.13,15,41,..0.2,1,5,-4,-1
32016899d0a222a3,Lee Murray,Lightning,"6'3""",185,,1977,0.36,15,3.28,32,.0.90,100,42,..1.8,1,1,0,-1
792be9a24df82ed6,Brandon Moreno,The Assassin Baby,"5'7""",125,70,1993,2.65,33,3.02,64,.2.71,41,61,..0.9,3,2,1,-2
76729a829623e266,Henry Martinez,Sicario,"5'7""",155,68,1983,2.79,25,4.01,60,.0.00,0,80,..0.0,1,2,-1,-1
701e057d63c124d9,Ian McCall,Uncle Creepy,"5'5""",125,64,1984,3.59,39,3.25,67,.2.08,30,88,..0.0,3,5,-2,-1
e4e0993befecdaf8,Liam McGeary,,"6'6""",205,,1982,1.28,48,1.92,50,.0.51,100,0,..2.5,0,0,0,0
6e92eb1242b46636,Steve Montgomery,The Creepy Weasel,"6'4""",185,75,1990,4.85,39,4.12,47,.0.00,0,64,..0.0,0,2,-2,-2
bffeb123b21c9aad,Darrell Montague,Mongoose,"5'6""",125,67,1987,1.92,25,5.38,52,.0.72,25,33,..1.4,0,3,-3,-3
88a9bc81271ccd89,Vinny Magalhaes,Pezao,"6'3""",205,79,1984,2.14,24,3.97,68,.1.55,44,66,..0.8,1,4,-3,-2
c1135a6892e916db,Adam Meredith,,"6'2""",170,,  --,2.63,50,2.11,55,.7.89,100,100,..7.9,0,0,0,0
bb2eee4fb3259c01,Mike Moreno,El Palo Duro,"6'0""",185,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
1fb80f46d3c105d9,Fabio Maldonado,Caipira de Aco,"6'1""",205,75,1980,5.29,58,4.31,53,.0.44,57,61,..0.6,5,6,-1,-2
b60391da771deefe,Todd Medina,El Tiburon,"5'10""",193,,  --,0,0,0,0,.0.00,0,0,..0.0,1,1,0,1
be9d259be012e8a4,Scott Morris,,"5'10""",210,,  --,0,0,0,0,.0.00,0,0,..0.0,1,1,0,1
c06d554ce1713fd3,Danny Mitchell,The Cheesecake Assassin,"6'2""",170,74,1986,2.53,49,2.53,52,.0.00,0,100,..3.0,0,2,-2,-2
275aca31f61ba28c,Islam Makhachev,,"5'10""",155,70,1991,2.24,60,0.82,64,.4.33,86,100,..1.3,5,1,4,1
8f3df4c579cfbb69,David Mitchell,Daudi,"6'0""",170,76,1979,1.74,32,2.06,55,.0.66,50,29,..2.0,1,4,-3,-2
9649d75defe0dedb,Motoki Miyazawa,,"5'11""",168,,  --,1.23,28,3.91,61,.0.00,0,0,..0.0,0,1,-1,-1
fb0b6593cec84356,Lolohea Mahe,,,,,  --,1.71,29,6.92,40,.2.44,40,0,..0.0,0,2,-2,-2
5da4e8dc02e50ac0,Juan Mott,,"6'0""",190,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
ae922e7d9e852d7a,Kin Moy,Kong,"5'5""",135,,  --,2.3,33,1.93,62,.1.67,42,50,..1.7,0,0,0,0
baed16f18348908e,Kris McCray,Savage,"6'0""",170,76,1981,2.69,45,2.57,54,.2.88,55,38,..0.0,0,3,-3,-3
28c55b4087a6f136,Elvis Mutapcic,The King,"6'0""",185,72,1986,3.41,40,4.27,38,.0.00,0,81,..0.0,0,2,-2,-1
84b3e7d38f2d2ec5,Neil Magny,,"6'3""",170,80,1987,3.84,48,2.04,56,.2.83,47,60,..0.3,14,6,8,-1
3ff0d0dc7a14bb50,Micah Miller,Maverick,"6'0""",145,,1987,1.33,33,2.15,54,.0.98,37,21,..2.0,2,3,-1,-2
c0a93b52096b7682,Frank Megallon,,"5'10""",185,,  --,1.14,21,5.32,54,.0.00,0,0,..0.0,0,1,-1,-1
45230be0641f3f53,Leonardo Morales,Chimy,"5'8""",135,68,1992,2.05,47,2.05,58,.0.00,0,62,..0.0,0,2,-2,-2
cd42bbe8887bba90,Daijiro Matsui,,"5'9""",200,,1972,0.84,45,1.69,55,.1.83,30,43,..0.4,4,8,-4,1
9ca265dfe8323db3,Tim McKenzie,,"6'0""",185,74,1982,1.37,54,2.96,44,.0.00,0,28,..2.1,1,2,-1,-1
e31502e3f79d00c5,Todd Moore,,"5'9""",170,71,1983,1.83,26,2.3,57,.0.78,14,54,..0.0,1,4,-3,-1
7d96bc577e5178b2,Gray Maynard,,"5'9""",155,70,1979,1.92,32,2.64,66,.2.91,47,81,..0.7,11,7,4,-1
a8d521d913df4e31,Ryan Madigan,,"6'0""",170,,  --,0,0,3.35,47,.0.00,0,0,..0.0,0,1,-1,-1
992c82450d96f726,Damir Mirenic,Wolf,"6'0""",185,,1974,0.84,50,9.86,35,.0.00,0,0,..0.0,0,1,-1,-1
f903967fd320da38,Chris Mickle,,"5'9""",145,,1983,3.03,27,9.7,48,.0.00,0,0,..0.0,0,1,-1,-1
18aecaf50f52e4c3,Phillip Miller,,"5'11""",185,,1979,1.61,54,1.93,50,.3.62,25,100,..0.6,2,0,2,2
2e2cdb6e9eb84bb9,Jesse Moreng,Arturo,"5'7""",145,,1979,1.26,40,2.08,48,.5.56,100,100,..0.0,0,1,-1,-1
a8e6a69796280f17,Nate Marquardt,The Great,"6'0""",185,74,1979,2.71,49,2.32,55,.1.87,51,70,..0.8,14,13,1,-3
dab0e6cb8c932162,Anthony Morrison,Cheesesteak,"5'7""",145,,1984,1.7,33,0.49,80,.0.00,0,50,..0.0,0,2,-2,-2
cfbccfed4e4796fe,Kazunari Murakami,,"6'1""",220,,1973,0,0,0,0,.0.00,0,0,..0.0,1,1,0,-1
509697e08673d2e5,Hiromitsu Miura,,"5'9""",170,71,1981,2.12,34,2.12,58,.2.23,50,69,..0.6,2,3,-1,-2
f1928a52590c5532,Curtis Millender,Curtious,"6'2""",170,76,1987,3.55,41,3.04,61,.0.81,100,57,..0.0,2,0,2,1
39831e62d12e7ad1,Clayton MacFarlane,,,170,,  --,1.33,52,1.82,55,.1.05,33,37,..0.0,0,0,0,0
7a613f78dd7ee8f8,Bernardo Magalhaes,Trekko,"5'9""",155,65,1981,1.8,27,3.37,68,.0.00,0,0,..0.5,0,2,-2,-2
6bd02119599741a4,Pedro Munhoz,The Young Punisher,"5'6""",135,64,1986,4.79,41,5.34,58,.1.15,21,71,..1.3,6,3,3,1
e3a6c6d6d0ac0815,Ryuichi Murata,,"5'8""",183,,  --,0.84,36,1.89,50,.4.74,50,100,..3.2,0,1,-1,-1
68c7ad953455c73f,Don Madge,Magic Man,"6'0""",155,72,1990,4.01,67,0.96,66,.0.00,0,0,..2.9,1,0,1,1
8d5350fa18b79e9a,James Mulheron,The Juggernaut,"5'10""",243,73,1988,2.4,31,3.47,42,.0.00,0,25,..0.0,0,1,-1,-1
75f871836d41f90f,Justin McCully,The Insane One,"6'1""",225,73,1976,1.58,37,2.02,46,.1.28,44,43,..0.0,2,2,0,-1
cbd5d3cdd862e90e,Rory MacDonald,Red King,"6'0""",170,76,1989,3.75,42,2.8,62,.1.77,47,88,..0.4,9,4,5,-2
2aa49b3766a59bcd,Jordan Mein,Young Gun,"6'0""",170,73,1989,3.35,44,2.55,69,.1.56,58,66,..0.2,7,5,2,2
118463dd8db16e7f,Michelle Maher,,,145,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
af70d268e5352186,Kazuyuki Miyata,,"5'8""",139,,  --,2.04,52,1.82,63,.4.31,46,68,..0.0,4,3,1,-2
4bcb6eb12b4ad4aa,Vitor Miranda,Lex Luthor,"6'1""",185,77,1979,2.98,45,2.95,58,.0.95,55,50,..0.2,3,4,-1,-3
0c5c66ddd1886b83,Caio Magalhaes,Hellboy,"6'1""",185,73,1987,2.27,40,2.78,56,.1.05,15,58,..1.6,4,3,1,-2
045f25b3a4c08e81,Jack Marshman,The Hammer,"6'0""",185,73,1989,2.87,31,3.78,56,.0.00,0,22,..0.0,2,3,-1,-2
dedc3bb440d09554,Anthony Macias,Mad Dog,"5'9""",185,,  --,0,0,0,0,.0.00,0,0,..0.0,1,3,-2,-1
016a8d958883167c,Gina Mazany,Danger,"5'6""",135,68,1988,2.43,48,2.21,50,.3.36,77,20,..0.0,1,2,-1,-1
7e7d81bf162a5ec1,Scott McAfee,,"5'8""",155,,1983,0,0,1.33,50,.0.00,0,0,..0.0,0,1,-1,-1
a23e63184c65f5b8,Chris Manuel,,"5'9""",135,,1987,2.53,40,2.67,66,.1.00,20,100,..0.0,0,0,0,0
1de9ad94de18eeaf,Nicco Montano,,"5'5""",125,65,1988,7.44,40,5.28,67,.1.80,50,77,..0.6,1,0,1,1
231cae8b77fbbcc1,Khalid Murtazaliev,,"6'0""",185,76,1993,4.8,69,0.4,78,.7.50,100,33,..0.0,1,0,1,1
8336d7a85ce45481,Jason McLean,,"5'5""",145,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
192520689012c7e4,Suman Mokhtarian,,"5'10""",145,,1992,0,0,0,0,.0.00,0,0,..0.0,0,0,0,1
d3b5ad3b15a64a18,Francesco Maturi,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
2719f300b0439039,Ho Bae Myeon,,"5'11""",168,,  --,3.16,16,3.16,83,.0.00,0,0,..0.0,0,1,-1,-1
3cf18e01cb6cbde3,Su Mudaerji,Sulamu,"5'7""",135,72,1996,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
